LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,Defective
1,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,1
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,1
10,21,0,1,12,3,1,69,22.58,67.1,101672.68,0.51,281,0.01,5648.48,1515.24,122,159,20,22,69,1
0,1,0,0,1,1,1,6,23.22,0.5,5.8,0.0,5,2.0,0.32,11.61,4,1,4,1,6,0
1,7,1,11,4,2,4,13,18.66,10.91,2220.66,0.07,45,0.09,123.37,203.56,20,25,11,12,14,1
0,1,0,3,1,1,1,4,0.0,0.0,0.0,0.0,3,0.0,0.0,3.0,3,0,2,0,4,0
0,7,3,5,3,1,1,13,26.9,5.06,687.56,0.05,34,0.2,38.2,136.0,13,21,9,7,16,0
37,23,33,38,12,12,1,78,114.21,22.75,59111.61,0.87,411,0.04,3283.98,2598.31,182,229,64,16,111,1
28,99,39,54,56,46,23,386,96.04,91.93,811661.81,2.94,1215,0.01,45092.32,8829.15,524,691,114,40,425,1
1,3,1,0,2,1,1,5,10.34,10.83,1213.33,0.04,28,0.09,67.41,112.0,13,15,6,10,6,0
3,5,0,1,3,2,1,15,17.89,7.31,956.47,0.04,32,0.14,53.14,130.8,13,19,8,9,15,1
0,17,3,3,9,3,8,30,15.55,36.0,20153.67,0.19,113,0.03,1119.65,559.82,52,61,13,18,33,0
0,13,0,7,7,1,7,11,32.94,6.0,1185.93,0.07,45,0.17,65.88,197.65,16,29,12,9,11,0
2,18,15,0,11,7,1,47,33.7,20.6,14305.96,0.23,125,0.05,794.78,694.32,43,82,24,23,62,0
3,5,1,0,3,1,1,10,12.67,10.0,1267.11,0.04,31,0.1,70.4,126.71,14,17,7,10,11,0
34,62,29,110,42,6,14,250,67.04,117.44,924547.74,2.62,1092,0.01,51363.76,7872.72,421,671,95,53,279,1
7,19,0,4,10,10,1,40,47.71,15.78,11883.43,0.25,148,0.06,660.19,752.94,66,82,23,11,40,1
1,1,1,0,1,1,1,11,14.59,30.0,13127.15,0.15,112,0.03,729.29,437.57,40,72,6,9,12,0
0,1,0,0,1,1,1,6,7.61,1.25,11.89,0.0,6,0.8,0.66,9.51,5,1,2,1,6,0
2,3,2,1,2,2,1,8,15.9,5.79,532.29,0.03,23,0.17,29.57,92.0,9,14,7,9,10,0
21,45,0,0,23,23,1,155,324.03,8.93,25825.49,0.96,463,0.11,1434.75,2892.79,176,287,69,7,155,0
0,1,0,0,1,1,1,2,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,6,1,6,2,0
7,5,0,7,3,3,1,43,77.39,19.82,30407.06,0.51,263,0.05,1689.28,1534.05,111,152,42,15,43,0
1,5,2,5,3,2,1,15,28.11,7.62,1630.09,0.07,48,0.13,90.56,214.05,22,26,13,9,17,1
28,1,2,4,1,1,1,30,87.18,11.51,11559.14,0.33,185,0.09,642.17,1003.86,87,98,34,9,32,0
0,3,0,0,2,1,1,5,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,3,6,2,5,5,0
80,45,11,102,23,15,12,1200,514.4,76.12,2980261.45,13.05,5049,0.01,165570.1,39154.43,1782,3267,199,17,1211,0
24,7,1,43,4,4,1,32,107.7,6.85,5050.51,0.25,127,0.15,280.58,737.53,63,64,46,10,33,1
13,21,1,17,11,5,4,58,41.68,32.4,43783.93,0.45,226,0.03,2432.44,1350.87,76,150,34,29,59,1
6,15,0,1,8,8,1,45,50.01,17.42,15175.54,0.29,166,0.06,843.09,871.16,67,99,25,13,45,0
0,1,0,0,1,1,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,0,0
2,5,22,0,3,2,1,9,36.38,9.38,3202.41,0.11,71,0.11,177.91,341.32,29,42,17,11,31,0
0,5,0,0,3,2,3,11,22.01,8.18,1473.42,0.06,41,0.12,81.86,180.09,18,23,11,10,11,0
14,1,2,25,1,1,1,19,60.37,9.43,5366.74,0.19,116,0.11,298.15,569.2,44,72,21,9,21,0
79,295,2,69,150,54,56,807,104.51,282.61,8346698.06,9.84,4247,0.0,463705.47,29534.47,1625,2622,92,32,809,1
0,1,0,0,1,1,1,5,3.7,3.0,33.28,0.0,7,0.33,1.85,11.09,3,4,1,2,5,0
0,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,0
1,3,1,0,2,1,1,5,10.95,6.0,394.38,0.02,19,0.17,21.91,65.73,10,9,5,6,6,0
8,3,2,1,2,2,1,7,19.92,5.69,644.39,0.04,29,0.18,35.8,113.3,13,16,8,7,9,1
15,1,2,45,1,1,1,117,177.34,14.78,38737.03,0.87,417,0.07,2152.06,2621.01,201,216,68,10,119,0
0,1,0,1,1,1,1,2,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,2,5,2,4,2,0
0,1,0,0,1,1,1,3,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,3,0
2,3,1,0,2,1,1,6,11.71,4.9,281.06,0.02,16,0.2,15.61,57.36,7,9,5,7,7,0
10,21,10,19,11,7,6,69,66.32,31.67,66500.0,0.7,350,0.03,3694.44,2100.0,150,200,45,19,79,1
4,15,3,5,8,1,1,32,23.49,21.5,10857.5,0.17,101,0.05,603.19,505.0,43,58,16,16,35,1
22,17,8,23,11,11,1,60,46.09,28.41,37194.42,0.44,232,0.04,2066.36,1309.37,101,131,32,18,68,0
11,23,5,22,12,9,3,66,60.24,18.64,20938.3,0.37,199,0.05,1163.24,1123.13,87,112,35,15,71,0
2,3,1,0,2,1,1,6,11.23,5.6,352.28,0.02,17,0.18,19.57,62.91,7,10,5,8,7,0
5,3,0,10,2,2,1,50,21.49,37.0,29423.69,0.27,184,0.03,1634.65,795.23,74,110,10,10,50,1
7,33,12,34,17,8,10,71,50.13,40.97,84170.75,0.68,345,0.02,4676.15,2054.19,149,196,40,22,83,0
1,11,0,5,6,5,6,37,37.87,22.33,18888.31,0.28,154,0.04,1049.35,845.75,67,87,27,18,37,0
0,1,0,0,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,1,1,0
0,1,0,0,1,1,1,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,3,4,3,4,2,0
6,9,2,7,5,3,1,27,17.34,14.4,3596.09,0.08,56,0.07,199.78,249.73,24,32,10,12,29,0
187,61,0,162,31,16,17,1079,649.55,43.39,1222822.28,9.39,3551,0.02,67934.57,28183.0,1242,2309,229,16,1079,0
1,9,4,6,5,1,1,31,41.1,7.0,2014.07,0.1,69,0.14,111.89,287.72,28,41,12,6,35,0
9,5,0,9,3,3,1,34,31.54,37.5,44359.51,0.39,258,0.03,2464.42,1182.92,75,183,12,12,34,1
0,1,0,0,1,1,1,5,26.94,2.0,107.78,0.02,17,0.5,5.99,53.89,8,9,6,3,5,0
16,35,4,26,18,9,1,88,85.56,22.35,42751.59,0.64,311,0.04,2375.09,1912.57,114,197,51,20,92,0
4,19,3,7,10,10,1,50,64.01,15.4,15181.16,0.33,184,0.06,843.4,985.79,84,100,30,11,53,0
0,1,0,1,1,1,1,5,6.19,2.25,31.35,0.0,6,0.44,1.74,13.93,3,3,2,3,5,0
1,5,0,0,3,1,1,2,13.29,4.5,269.08,0.02,18,0.22,14.95,59.79,6,12,4,6,2,0
0,1,0,0,1,1,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,2,0
2,13,6,6,8,8,1,57,28.4,29.22,24245.57,0.28,152,0.03,1346.98,829.83,64,88,23,21,63,0
7,9,0,3,5,5,1,32,53.01,14.59,11280.01,0.26,152,0.07,626.67,773.29,61,91,23,11,32,0
0,1,0,0,1,1,1,3,17.27,2.5,107.96,0.01,13,0.4,6.0,43.19,5,8,5,5,3,0
3,11,3,4,6,4,1,43,32.91,18.55,11326.3,0.2,120,0.05,629.24,610.5,47,73,19,15,46,0
0,1,0,0,1,1,1,2,27.35,3.0,246.13,0.03,21,0.33,13.67,82.04,9,12,9,6,2,0
1,3,1,12,2,2,1,11,25.76,8.08,1680.68,0.07,46,0.12,93.37,208.08,21,25,13,10,12,1
1,5,1,0,3,1,1,9,13.14,11.57,1758.86,0.05,38,0.09,97.71,152.0,18,20,7,9,10,0
0,3,1,1,2,2,1,14,40.28,7.2,2088.0,0.1,58,0.14,116.0,290.0,24,34,20,12,15,1
0,1,0,0,1,1,1,0,0.0,0.0,0.0,0.0,5,0.0,0.0,11.61,0,5,0,5,0,0
6,9,0,3,5,3,1,24,23.15,10.83,2716.66,0.08,54,0.09,150.93,250.77,20,34,12,13,24,1
0,1,0,0,1,1,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,0,0
65,49,15,89,25,16,12,813,350.88,71.88,1812966.04,8.41,3404,0.01,100720.34,25221.57,1214,2190,152,18,828,0
2,17,1,2,9,2,1,46,38.9,17.66,12130.35,0.23,140,0.06,673.91,686.96,61,79,19,11,47,0
21,19,13,17,10,8,1,59,108.55,16.12,28223.56,0.58,281,0.06,1567.98,1750.3,129,152,60,15,72,1
3,9,3,7,5,4,3,20,30.19,11.37,3900.27,0.11,73,0.09,216.68,343.13,31,42,15,11,23,0
0,3,0,0,2,1,1,8,10.96,9.63,1015.3,0.04,27,0.1,56.41,105.49,7,20,4,11,8,0
3,11,0,7,6,1,5,17,30.02,8.14,1990.3,0.08,52,0.12,110.57,244.42,19,33,14,12,17,0
84,223,14,125,112,18,78,723,75.37,243.43,4466096.06,6.12,2964,0.0,248116.46,18346.64,994,1970,49,24,737,1
2,5,3,1,3,2,1,9,30.59,5.83,1040.74,0.06,42,0.17,57.82,178.41,20,22,12,7,12,1
0,1,0,0,1,1,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,0,0
0,19,1,0,10,1,10,24,21.2,15.95,5394.42,0.11,77,0.06,299.69,338.21,29,48,10,11,25,0
7,21,4,14,11,1,1,58,19.48,39.6,30550.67,0.26,173,0.03,1697.26,771.48,66,107,10,12,62,1
16,33,0,5,17,1,14,45,43.13,14.03,8485.92,0.2,121,0.07,471.44,605.0,41,80,19,13,45,1
1,1,0,1,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,1
4,3,0,10,2,2,1,58,153.4,9.84,14840.71,0.5,247,0.1,824.48,1508.81,150,97,61,8,58,1
5,5,4,5,3,2,1,10,14.71,15.28,3433.53,0.07,52,0.07,190.75,224.74,25,27,9,11,14,0
0,7,0,0,4,1,4,20,36.01,10.31,3829.39,0.12,79,0.1,212.74,371.33,33,46,16,10,20,1
3,3,0,7,2,1,1,10,22.57,4.89,539.55,0.04,27,0.2,29.97,110.36,11,16,9,8,10,0
7,11,15,6,6,5,1,26,68.54,8.73,5228.5,0.2,109,0.11,290.47,598.61,43,66,32,13,41,1
0,1,0,0,1,1,1,2,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,4,1,4,2,0
0,1,0,0,1,1,1,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,3,8,3,7,2,0
3,9,1,4,5,4,1,41,70.43,16.0,18029.44,0.38,190,0.06,1001.64,1126.84,90,100,45,16,42,0
0,1,1,0,1,1,1,6,19.03,2.0,76.11,0.01,11,0.5,4.23,38.05,7,4,7,4,7,0
0,3,0,0,2,2,1,9,39.96,5.13,1053.02,0.07,46,0.19,58.5,205.13,22,24,15,7,9,0
0,1,0,0,1,1,1,2,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,0
4,11,17,5,6,3,6,37,71.47,10.29,7569.8,0.25,131,0.1,420.54,735.53,57,74,36,13,54,1
7,15,4,8,8,2,8,30,32.25,11.37,4167.41,0.12,78,0.09,231.52,366.63,31,47,15,11,34,0
0,3,0,0,2,1,1,12,25.38,3.75,356.94,0.03,25,0.27,19.83,95.18,10,15,8,6,12,0
3,9,0,0,5,3,1,16,13.2,11.25,1670.2,0.05,38,0.09,92.79,148.46,15,23,6,9,16,0
0,1,0,0,1,1,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2,0
0,9,0,5,5,1,5,9,23.63,6.0,850.66,0.05,34,0.17,47.26,141.78,12,22,9,9,9,0
1,3,0,1,2,2,1,13,14.31,10.0,1430.61,0.05,35,0.1,79.48,143.06,14,21,7,10,13,0
6,10,1,1,6,4,1,27,27.81,15.42,6610.26,0.14,85,0.06,367.24,428.77,37,48,18,15,28,0
3,3,0,0,2,2,1,13,20.27,7.15,1036.36,0.05,33,0.14,57.58,144.95,13,20,10,11,13,1
0,5,0,0,3,1,3,9,9.87,7.88,611.96,0.03,21,0.13,34.0,77.71,7,14,4,9,9,0
2,5,0,2,3,3,1,22,42.32,11.13,5244.32,0.16,98,0.09,291.35,471.12,47,51,19,9,22,1
13,1,2,25,1,1,1,15,43.27,8.89,3418.56,0.13,80,0.11,189.92,384.59,32,48,18,10,17,0
4,7,4,2,4,3,1,18,20.39,21.87,9749.86,0.15,90,0.05,541.66,445.88,41,49,15,16,22,0
1,11,1,4,6,1,1,21,13.86,22.5,7014.99,0.1,68,0.04,389.72,311.78,27,41,9,15,22,0
15,15,0,19,8,6,1,75,121.01,21.78,57405.04,0.88,430,0.05,3189.17,2635.59,191,239,57,13,75,1
1,3,0,0,2,1,1,9,12.93,9.9,1267.2,0.04,32,0.1,70.4,128.0,9,23,5,11,9,0
11,1,2,25,1,1,1,14,39.26,8.24,2662.74,0.11,68,0.12,147.93,323.33,28,40,17,10,16,0
3,5,4,1,4,4,1,13,29.72,9.6,2738.82,0.1,60,0.1,152.16,285.29,24,36,15,12,17,1
3,1,0,3,1,1,1,5,12.49,8.0,799.29,0.03,27,0.13,44.41,99.91,10,17,5,8,5,0
7,13,0,5,7,1,1,53,27.14,62.12,104712.92,0.56,347,0.02,5817.38,1685.72,176,171,17,12,53,0
9,5,3,1,3,3,1,15,46.15,7.33,2481.83,0.11,72,0.14,137.88,338.43,33,39,18,8,18,1
3,15,2,4,8,1,8,22,25.47,20.5,10704.33,0.17,101,0.05,594.68,522.15,41,60,18,18,24,0
0,1,0,0,1,1,1,2,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,0
0,3,0,0,1,1,1,8,33.71,5.38,977.42,0.06,42,0.19,54.3,181.52,20,22,13,7,8,0
1,1,0,0,1,1,1,6,62.27,1.11,76.88,0.02,20,0.9,4.27,69.19,10,10,9,2,6,0
2,5,0,0,3,2,1,15,21.68,7.7,1285.19,0.06,38,0.13,71.4,166.91,14,24,10,11,15,0
0,5,0,1,3,3,1,11,24.14,7.6,1394.42,0.06,44,0.13,77.47,183.48,19,25,10,8,11,0
7,27,5,15,14,9,9,46,56.16,9.0,4548.69,0.17,103,0.11,252.7,505.41,42,61,21,9,51,0
0,1,0,0,1,1,1,2,14.99,3.0,134.92,0.01,13,0.33,7.5,44.97,5,8,5,6,2,0
4,5,0,4,3,1,3,20,21.61,7.27,1143.08,0.05,37,0.14,63.5,157.17,20,17,11,8,20,0
10,37,3,18,19,1,17,32,25.01,38.18,36464.5,0.32,176,0.03,2025.81,955.02,80,96,22,21,35,0
0,1,0,1,1,1,1,2,6.97,2.0,27.86,0.0,6,0.5,1.55,13.93,1,5,1,4,2,0
2,7,0,3,4,2,1,40,26.31,22.94,13846.09,0.2,123,0.04,769.23,603.55,60,63,17,13,40,1
21,3,0,0,2,1,1,17,30.64,8.18,2050.94,0.08,58,0.12,113.94,250.67,20,38,11,9,17,0
8,9,1,0,5,5,1,44,36.2,18.57,12476.19,0.22,129,0.05,693.12,672.02,61,68,23,14,45,1
15,11,3,11,6,6,1,28,39.56,12.65,6329.73,0.17,101,0.08,351.65,500.37,46,55,20,11,31,0
11,27,7,17,14,9,9,46,41.52,15.43,9884.13,0.21,127,0.06,549.12,640.64,54,73,21,12,53,0
7,21,0,4,11,4,7,68,63.53,24.74,38895.58,0.52,264,0.04,2160.87,1571.91,112,152,43,19,68,0
4,13,1,11,7,4,6,14,22.81,10.96,2740.19,0.08,52,0.09,152.23,249.98,19,33,13,15,15,0
11,17,2,10,9,6,4,35,41.51,14.7,8965.1,0.2,118,0.07,498.06,610.05,52,66,23,13,37,1
6,30,4,19,16,4,8,67,50.67,23.63,28282.32,0.4,209,0.04,1571.24,1197.14,72,137,32,21,71,0
2,7,1,0,4,1,1,12,12.86,14.78,2807.62,0.06,42,0.07,155.98,189.99,19,23,9,14,13,0
2,25,16,8,13,1,9,52,22.12,57.0,71859.2,0.42,242,0.02,3992.18,1260.69,108,134,18,19,68,0
14,89,1,11,45,2,44,115,28.33,74.12,155603.31,0.7,403,0.01,8644.63,2099.41,126,277,17,20,116,1
5,1,0,6,1,1,1,11,24.95,10.56,2780.03,0.09,62,0.09,154.45,263.37,19,43,9,10,11,0
3,7,0,2,4,4,1,20,31.8,8.68,2394.74,0.09,61,0.12,133.04,275.94,27,34,14,9,20,0
0,3,1,0,2,1,1,11,25.59,8.8,1981.55,0.08,54,0.11,110.09,225.18,22,32,10,8,12,0
4,3,1,1,2,2,1,12,17.35,9.38,1524.63,0.05,39,0.11,84.7,162.63,15,24,8,10,13,1
189,21,1,222,11,7,6,794,607.16,62.62,2380904.39,12.67,4780,0.02,132272.48,38021.06,1816,2964,232,16,795,0
0,1,0,0,1,1,1,6,2.5,2.0,10.0,0.0,5,0.5,0.56,5.0,4,1,1,1,6,0
1,7,0,4,4,1,3,12,22.55,6.82,1048.17,0.05,35,0.15,58.23,153.73,15,20,11,10,12,0
6,21,1,4,11,7,1,62,81.25,15.53,19594.18,0.42,208,0.06,1088.57,1261.75,99,109,51,16,63,0
2,7,1,0,4,1,1,8,22.78,6.36,922.39,0.05,33,0.16,51.24,144.95,14,19,11,10,9,0
3,5,0,0,3,1,1,7,10.85,17.0,3136.11,0.06,42,0.06,174.23,184.48,17,25,7,14,7,0
0,1,0,0,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,0
5,9,0,1,5,1,1,23,19.58,11.5,2589.52,0.08,54,0.09,143.86,225.18,23,31,9,9,23,0
2,7,6,0,4,1,1,7,17.58,10.83,2062.65,0.06,41,0.09,114.59,190.4,20,21,12,13,13,0
0,1,0,1,1,1,1,2,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,5,1,5,2,0
2,7,1,1,4,1,3,13,18.91,10.45,2065.48,0.07,45,0.1,114.75,197.65,19,26,10,11,14,0
1,1,0,3,1,1,1,4,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,4,6,4,5,4,0
4,15,3,6,8,6,1,23,32.11,12.71,5184.89,0.14,84,0.08,288.05,408.07,36,48,17,12,26,1
2,11,2,0,6,2,5,17,21.67,17.6,6713.93,0.13,77,0.06,373.0,381.47,33,44,15,16,19,1
0,7,7,1,4,1,3,12,13.9,11.0,1682.18,0.05,36,0.09,93.45,152.93,16,20,8,11,19,0
6,9,0,4,5,5,1,19,33.34,9.33,2903.96,0.1,67,0.11,161.33,311.14,28,39,15,10,19,0
11,7,0,3,4,4,1,35,48.17,25.43,31164.53,0.41,237,0.04,1731.36,1225.27,90,147,23,13,35,0
3,1,0,6,1,1,1,12,31.09,9.38,2732.13,0.1,62,0.11,151.79,291.43,30,32,16,10,12,0
2,3,0,0,2,1,1,6,9.71,8.0,621.67,0.03,21,0.13,34.54,77.71,10,11,5,8,6,1
9,9,13,8,5,4,1,21,35.54,14.0,6965.57,0.17,97,0.07,386.98,497.54,42,55,21,14,34,1
2,5,3,0,3,3,1,10,15.04,9.43,1336.76,0.05,34,0.11,74.26,141.78,12,22,7,11,13,1
1,3,0,4,2,2,1,18,26.72,9.82,2575.96,0.09,58,0.1,143.11,262.37,18,40,11,12,18,0
2,7,8,2,4,1,1,34,60.95,13.17,10566.73,0.27,147,0.08,587.04,802.54,79,68,33,11,42,0
1,3,0,0,2,2,1,12,28.99,6.92,1389.28,0.07,45,0.14,77.18,200.67,20,25,13,9,12,0
6,27,0,9,14,1,14,23,34.52,23.12,18451.22,0.27,148,0.04,1025.06,798.06,68,80,25,17,23,0
0,1,0,0,1,1,1,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,2,4,2,4,2,0
24,24,7,2,20,19,1,61,40.79,42.5,73684.33,0.58,281,0.02,4093.57,1733.75,119,162,42,30,68,1
2,3,0,1,2,1,1,18,20.37,7.0,998.37,0.05,33,0.14,55.46,142.62,21,12,12,8,18,1
0,1,0,0,1,1,1,2,13.18,5.25,363.24,0.02,20,0.19,20.18,69.19,6,14,4,7,2,0
3,13,11,10,8,4,7,29,27.89,20.0,11157.6,0.19,101,0.05,619.87,557.88,40,61,23,23,40,0
0,1,0,0,1,1,1,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,2,3,2,3,2,0
2,3,0,0,2,2,1,6,7.97,5.83,271.29,0.02,14,0.17,15.07,46.51,5,9,3,7,6,0
7,19,0,3,10,4,6,59,54.96,26.0,37155.51,0.48,245,0.04,2064.19,1429.06,104,141,38,19,59,0
0,1,3,1,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,1,0,4,0
1,3,0,0,2,2,1,6,10.3,4.0,164.84,0.01,13,0.25,9.16,41.21,4,9,3,6,6,0
3,19,6,6,10,6,5,51,36.96,29.82,32861.57,0.37,210,0.03,1825.64,1102.06,82,128,22,16,57,1
0,1,0,0,1,1,1,4,18.49,2.4,106.51,0.01,14,0.42,5.92,44.38,6,8,5,4,4,0
2,15,4,8,8,2,6,40,21.4,27.0,15598.04,0.19,126,0.04,866.56,577.71,54,72,12,12,44,1
0,5,0,0,4,2,1,19,25.15,10.15,2593.42,0.09,55,0.1,144.08,255.41,22,33,13,12,19,0
3,5,0,2,3,3,1,24,23.71,13.54,4345.13,0.11,70,0.07,241.4,320.95,32,38,13,11,24,0
16,17,10,18,9,3,4,33,27.52,37.13,37936.51,0.34,185,0.03,2107.58,1021.86,81,104,24,22,43,0
0,1,0,0,1,1,1,5,6.18,15.0,1389.64,0.03,33,0.07,77.2,92.64,12,21,2,5,5,0
0,26,2,9,15,13,1,58,41.83,32.61,44501.35,0.45,243,0.03,2472.3,1364.37,103,140,30,19,60,1
4,5,2,3,3,3,1,14,18.82,7.22,981.74,0.05,32,0.14,54.54,135.93,13,19,9,10,16,0
1,24,2,12,15,13,4,71,45.17,39.21,69467.01,0.59,290,0.03,3859.28,1771.47,122,168,42,27,73,1
2,5,0,2,3,1,1,6,17.17,5.0,429.18,0.03,21,0.2,23.84,85.84,7,14,7,10,6,0
1,5,0,2,3,1,1,16,15.07,9.33,1312.42,0.05,38,0.11,72.91,140.62,16,22,6,7,16,0
0,5,1,3,3,2,1,13,25.14,10.58,2812.7,0.09,58,0.09,156.26,265.93,25,33,13,11,14,1
0,1,0,1,1,1,1,2,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,3,1,3,2,0
10,49,6,19,25,24,6,52,48.19,26.59,34076.93,0.43,246,0.04,1893.16,1281.53,78,168,22,15,58,0
0,1,0,0,1,1,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,2,6,2,6,2,0
3,1,0,0,1,1,1,10,86.0,1.6,220.17,0.05,33,0.63,12.23,137.61,16,17,15,3,10,0
4,29,4,22,15,4,15,30,46.87,13.23,8204.62,0.21,115,0.08,455.81,620.12,43,72,26,16,34,0
0,7,0,0,4,4,1,5,14.75,8.0,944.22,0.04,31,0.13,52.46,118.03,12,19,6,8,5,0
3,29,3,8,15,3,10,94,32.34,46.88,71061.75,0.51,306,0.02,3947.88,1515.98,100,206,16,15,97,1
83,25,8,28,13,13,1,209,261.25,20.54,110258.11,1.79,937,0.05,6125.45,5367.06,270,667,46,7,217,0
2,5,16,0,3,2,1,9,22.7,11.0,2747.01,0.08,56,0.09,152.61,249.73,22,34,11,11,25,0
2,1,0,0,1,1,1,15,2.14,7.0,105.0,0.01,15,0.14,5.83,15.0,14,1,1,1,15,0
3,5,1,0,3,1,1,10,12.67,10.0,1267.11,0.04,31,0.1,70.4,126.71,14,17,7,10,11,0
5,7,1,2,4,3,1,21,23.34,11.0,2824.34,0.09,56,0.09,156.91,256.76,22,34,12,12,22,0
0,1,0,0,1,1,1,3,30.67,3.0,276.0,0.03,23,0.33,15.33,92.0,10,13,10,6,3,0
0,11,2,5,3,1,1,14,27.04,6.65,1195.99,0.06,44,0.15,66.44,179.85,19,25,10,7,16,0
1,35,1,14,19,1,19,34,18.02,30.46,16720.16,0.18,113,0.03,928.9,548.95,43,70,12,17,35,0
0,3,0,0,2,2,1,7,7.65,7.5,430.2,0.02,16,0.13,23.9,57.36,5,11,3,9,7,0
115,53,2,173,27,18,10,530,408.25,53.41,1164427.09,7.27,2901,0.02,64690.39,21803.05,1043,1858,166,17,532,1
5,9,2,15,5,1,3,33,17.01,26.71,12142.23,0.15,109,0.04,674.57,454.52,34,75,7,11,35,0
2,5,1,0,3,1,1,10,7.89,11.25,999.12,0.03,24,0.09,55.51,88.81,10,14,4,9,11,0
7,98,56,165,78,75,1,311,67.04,172.23,1988772.19,3.85,1489,0.01,110487.34,11547.03,661,828,142,74,367,1
10,11,0,1,6,3,3,41,41.06,32.02,42091.79,0.44,238,0.03,2338.43,1314.61,91,147,27,19,41,0
5,1,0,2,1,1,1,8,24.89,8.77,1913.98,0.07,47,0.11,106.33,218.26,19,28,13,12,8,1
0,1,0,0,1,1,1,3,30.67,3.0,276.0,0.03,23,0.33,15.33,92.0,10,13,10,6,3,0
0,3,0,0,2,2,1,8,19.46,7.5,1094.61,0.05,35,0.13,60.81,145.95,15,20,9,9,8,1
0,1,0,0,1,1,1,2,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,4,7,4,6,2,0
4,19,5,11,10,6,4,34,42.38,16.67,11773.23,0.24,131,0.06,654.07,706.39,60,71,27,15,39,0
21,8,1,13,5,5,1,39,41.02,25.9,27529.73,0.35,204,0.04,1529.43,1062.73,68,136,21,16,40,0
5,7,1,6,4,1,1,18,24.65,8.59,1819.34,0.07,49,0.12,101.07,211.77,21,28,11,9,19,0
0,3,0,0,2,2,1,6,10.48,9.75,996.32,0.03,25,0.1,55.35,102.19,6,19,4,13,6,0
10,11,0,5,6,3,5,17,30.74,10.59,3446.31,0.11,67,0.09,191.46,325.48,30,37,17,12,17,0
17,126,22,37,66,6,12,217,50.27,89.67,404175.61,1.5,713,0.01,22454.2,4507.53,269,444,48,32,239,1
16,41,2,7,21,12,4,67,80.38,22.58,40974.28,0.6,306,0.04,2276.35,1814.81,127,179,45,16,69,0
6,17,1,5,9,5,7,79,52.48,32.46,55302.23,0.57,285,0.03,3072.35,1703.52,121,164,41,22,80,0
4,7,0,6,4,2,3,23,30.86,10.13,3163.84,0.1,65,0.1,175.77,312.48,27,38,16,12,23,0
7,15,1,6,8,6,1,40,62.99,13.96,12272.53,0.29,155,0.07,681.81,879.23,67,88,36,15,41,0
0,3,0,0,2,2,1,8,19.46,7.5,1094.61,0.05,35,0.13,60.81,145.95,15,20,9,9,8,1
0,1,0,1,1,1,1,4,15.85,2.0,63.4,0.01,10,0.5,3.52,31.7,5,5,5,4,4,0
